image,url,sections,page_path,published_at,title,updated_at,type,description,external_id,popularity,info,highlight,id,color_number,ColorValue,WarmCool,color_hex,color_name,Undertone,PrimaryColorFamily,language,Family,Shade,Interior/Exterior,cdp,Color Collection,Opacity,Mood,Project,Style
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-239-chelsea-gray-HC-168-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-168/chelsea-gray,"['Chelsea Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family', 'Discover This Color in Woodluxe Exterior Stains', 'Explore the Woodluxe Collection']",/en-us/paint-colors/color/hc-168/chelsea-gray,2024-07-22T00:24:22Z,Chelsea Gray HC-168 | Benjamin Moore,2024-07-22T00:21:34Z,Color,A handsome gray with rich brownish-violet undertones.,48d89a8b77409bb7d338efd278307b55f4888427,1,,"{'title': 'Chelsea <em>Gray</em> HC-168 | Benjamin Moore', 'sections': 'Chelsea <em>Gray</em>', 'description': 'A handsome <em>gray</em> with rich brownish-violet undertones.', 'color_name': 'Chelsea <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-168&#x2F;chelsea-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",6242569f28ccbcfde4dda803,HC-168,Medium,Warm,86847C,Chelsea Gray,Gray,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-228-gray-cloud-2126-60-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2126-60/gray-cloud,"['Gray Cloud', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2126-60/gray-cloud,2024-07-22T01:41:47Z,Gray Cloud 2126-60 | Benjamin Moore,2024-07-22T01:41:47Z,Color,"A light, floaty gray brightened with a hint of blue.",c30cbfb1d4a8e29b381292ff789781aab70ea041,1,,"{'title': '<em>Gray</em> Cloud 2126-60 | Benjamin Moore', 'sections': '<em>Gray</em> Cloud', 'description': 'A light, floaty <em>gray</em> brightened with a hint of blue.', 'color_name': '<em>Gray</em> Cloud', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2126-60&#x2F;<em>gray</em>-cloud'}",6242637064441f4515004b8b,2126-60,Light,Cool,D7DCDE,Gray Cloud,,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-230-boothbay-gray-HC-165-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-165/boothbay-gray,"['Boothbay Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-165/boothbay-gray,2024-07-22T00:30:12Z,Boothbay Gray HC-165 | Benjamin Moore,2024-07-22T00:30:11Z,Color,"A fresh, steely gray with hints of blue.",3a40779e91aa920bc30caa4c4e6249eec6247c75,1,,"{'title': 'Boothbay <em>Gray</em> HC-165 | Benjamin Moore', 'sections': 'Boothbay <em>Gray</em>', 'description': 'A fresh, steely <em>gray</em> with hints of blue.', 'color_name': 'Boothbay <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-165&#x2F;boothbay-<em>gray</em>'}",6242aba264441f4832003c88,HC-165,Medium,Cool,AAB2B0,Boothbay Gray,,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/white-paint-249-silver-satin-OC-26-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/oc-26/silver-satin,"['Silver Satin', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/oc-26/silver-satin,2024-07-22T00:04:34Z,Silver Satin OC-26 | Benjamin Moore,2024-07-22T00:04:33Z,Color,Crisp lavender-gray undertones define this sleek shade of white.,c46d576c7434d250a13c43d5793758fdc3c03430,1,,"{'description': 'Crisp lavender-<em>gray</em> undertones define this sleek shade of white.', 'Undertone': '<em>Gray</em>'}",6242bbc664441f4003006208,OC-26,Light,Cool,E3E2DA,Silver Satin,Gray,White,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-231-gray-2121-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2121-10/gray,"['Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2121-10/gray,2024-07-22T01:38:50Z,Gray 2121-10 | Benjamin Moore,2024-07-22T01:38:49Z,Color,"A softer alternative to black, this rich charcoal offers the slightest hint of warmth.",2955d2c0e466222b5a249530f6351e30762e9757,1,,"{'title': '<em>Gray</em> 2121-10 | Benjamin Moore', 'sections': '<em>Gray</em>', 'color_name': '<em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2121-10&#x2F;<em>gray</em>', 'Undertone': '<em>Gray</em>'}",62424f93e7b9d2fc6e0f50b0,2121-10,Dark,Cool,585858,Gray,Gray,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-210-tavern-gray-CW-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-40/tavern-gray,"['Tavern Gray', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-40/tavern-gray,2024-07-22T00:58:08Z,Tavern Gray CW-40 | Benjamin Moore,2024-07-22T00:58:08Z,Color,"A rich, deep gray with a mossy green undertone, Tavern gray is based on the 18th century practice of mixing white and black pigments.",8c10dfe80495df627099a2372162f940d0029e6c,1,,"{'title': 'Tavern <em>Gray</em> CW-40 | Benjamin Moore', 'sections': 'Tavern <em>Gray</em>', 'description': 'A rich, deep <em>gray</em> with a mossy green undertone, Tavern <em>gray</em> is based on the 18th century practice of mixing white and black pigments.', 'color_name': 'Tavern <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-40&#x2F;tavern-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",6246386028ccbc8f35dd9830,CW-40,Medium,Warm,918A75,Tavern Gray,Gray,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-127-wales-gray-1585-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1585/wales-gray,"['Wales Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1585/wales-gray,2024-07-21T23:07:31Z,Wales Gray 1585 | Benjamin Moore,2024-07-21T23:07:30Z,Color,A traditional blue grounded by gray undertones.,f0ab52e51a62d41fdc6769200ecc0e384927dd80,1,,"{'title': 'Wales <em>Gray</em> 1585 | Benjamin Moore', 'sections': 'Wales <em>Gray</em>', 'description': 'A traditional blue grounded by <em>gray</em> undertones.', 'color_name': 'Wales <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1585&#x2F;wales-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",6242ab4764441f6b0e0052fa,1585,Medium,Cool,B9C5C3,Wales Gray,Gray,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-246-pearl-gray-863-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/863/pearl-gray,"['Pearl Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/863/pearl-gray,2024-07-21T20:52:04Z,Pearl Gray 863 | Benjamin Moore,2024-07-21T20:52:04Z,Color,A slinky silver-gray buoyed by a touch a blue.,8bcd61c7fa8d2a68925e00b8e6e43f83ed3ba169,1,,"{'title': 'Pearl <em>Gray</em> 863 | Benjamin Moore', 'sections': 'Pearl <em>Gray</em>', 'description': 'A slinky silver-<em>gray</em> buoyed by a touch a blue.', 'color_name': 'Pearl <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;863&#x2F;pearl-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",6242a10be7b9d2e9230f4c3f,863,Light,Cool,DDE1D8,Pearl Gray,Gray,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-206-arctic-gray-1577-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1577/arctic-gray,"['Arctic Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1577/arctic-gray,2024-07-21T22:10:49Z,Arctic Gray 1577 | Benjamin Moore,2024-07-21T22:10:48Z,Color,"An icy blue gray, this cool hue is endlessly versatile.",5decb5d9354cd47c79b39dc852e75c0c1d4410df,1,,"{'title': 'Arctic <em>Gray</em> 1577 | Benjamin Moore', 'sections': 'Arctic <em>Gray</em>', 'description': 'An icy blue <em>gray</em>, this cool hue is endlessly versatile.', 'color_name': 'Arctic <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1577&#x2F;arctic-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",6242585628ccbc253ddda603,1577,Light,Cool,C9CFC9,Arctic Gray,Gray,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-206-millstone-gray-1581-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1581/millstone-gray,"['Millstone Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1581/millstone-gray,2024-07-21T22:40:19Z,Millstone Gray 1581 | Benjamin Moore,2024-07-21T22:40:19Z,Color,A grounding green cast saturates this deep gray.,cccc5a2b762015ea39bdf8376e835d9b6994178e,1,,"{'title': 'Millstone <em>Gray</em> 1581 | Benjamin Moore', 'sections': 'Millstone <em>Gray</em>', 'description': 'A grounding green cast saturates this deep <em>gray</em>.', 'color_name': 'Millstone <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1581&#x2F;millstone-<em>gray</em>'}",6242936964441f8f52005c0d,1581,Dark,Cool,6A716A,Millstone Gray,,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-127-kitty-gray-1589-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1589/kitty-gray,"['Kitty Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1589/kitty-gray,2024-07-22T04:24:42Z,Kitty Gray 1589 | Benjamin Moore,2024-07-22T04:24:41Z,Color,A dark gray with a barely-there green undertone.,6be5d92cdf25c58e720ec61ef7ea76696c08a911,1,,"{'title': 'Kitty <em>Gray</em> 1589 | Benjamin Moore', 'sections': 'Kitty <em>Gray</em>', 'description': 'A dark <em>gray</em> with a barely-there green undertone.', 'color_name': 'Kitty <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1589&#x2F;kitty-<em>gray</em>'}",6242ac70196a675e198958b9,1589,Dark,Cool,646B68,Kitty Gray,,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/white-paint-232-distant-gray-OC-68-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/oc-68/distant-gray,"['Distant Gray', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/oc-68/distant-gray,2024-07-21T22:45:46Z,Distant Gray OC-68 | Benjamin Moore,2024-07-21T22:45:46Z,Color,A classic bright white with a hint of blue-gray.,73d61d56f2ea5f515bbbe24545519ecddcfd1cdb,1,,"{'title': 'Distant <em>Gray</em> OC-68 | Benjamin Moore', 'sections': 'Distant <em>Gray</em>', 'description': 'A classic bright white with a hint of blue-<em>gray</em>.', 'color_name': 'Distant <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;oc-68&#x2F;distant-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",62425714196a677b98895818,OC-68,Light,Cool,F2F4F1,Distant Gray,Gray,White,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-204-ashley-gray-HC-87-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-87/ashley-gray,"['Ashley Gray', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-87/ashley-gray,2024-07-21T21:17:29Z,Ashley Gray HC-87 | Benjamin Moore,2024-07-21T21:17:28Z,Color,"An elegant, warm gray with a slight violet cast.",f1a8b1089da3b342ba64498e81152701f5c2cb57,1,,"{'title': 'Ashley <em>Gray</em> HC-87 | Benjamin Moore', 'sections': 'Ashley <em>Gray</em>', 'description': 'An elegant, warm <em>gray</em> with a slight violet cast.', 'color_name': 'Ashley <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-87&#x2F;ashley-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",62426db628ccbc4327dd9c47,HC-87,Medium,Warm,A59A8D,Ashley Gray,Gray,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/white-paint-217-gray-owl-OC-52-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/oc-52/gray-owl,"['Gray Owl', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/oc-52/gray-owl,2024-07-22T00:14:16Z,Gray Owl OC-52 | Benjamin Moore,2024-07-22T00:14:15Z,Color,"A use-anywhere light gray with a cool, crisp cast.",018943e2a2b5b31dc3da459e025d0635eaf248be,1,,"{'title': '<em>Gray</em> Owl OC-52 | Benjamin Moore', 'sections': '<em>Gray</em> Owl', 'description': 'A use-anywhere light <em>gray</em> with a cool, crisp cast.', 'color_name': '<em>Gray</em> Owl', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;oc-52&#x2F;<em>gray</em>-owl', 'Undertone': '<em>Gray</em>'}",624271e028ccbc20cbddb7dd,OC-52,Light,Cool,D3D4CC,Gray Owl,Gray,White,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-184-copley-gray-HC-104-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-104/copley-gray,"['Copley Gray', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-104/copley-gray,2024-07-21T23:37:25Z,Copley Gray HC-104 | Benjamin Moore,2024-07-21T23:37:24Z,Color,A versatile grayish neutral with a soft green cast.,fea6d289914be316880965c6ed7391625dc2eef6,1,,"{'title': 'Copley <em>Gray</em> HC-104 | Benjamin Moore', 'sections': 'Copley <em>Gray</em>', 'description': 'A versatile <em>grayish</em> neutral with a soft green cast.', 'color_name': 'Copley <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-104&#x2F;copley-<em>gray</em>'}",6242a0ec196a6763568955e2,HC-104,Medium,Warm,918A78,Copley Gray,,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-246-wickham-gray-HC-171-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-171/wickham-gray,"['Wickham Gray', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-171/wickham-gray,2024-07-21T23:39:04Z,Wickham Gray HC-171 | Benjamin Moore,2024-07-21T23:39:03Z,Color,An eye-pleasing gray with buoyant blue undertones.,c2467cedfa4cbbe5c6eda4b8db9448c3e694e2ab,1,,"{'title': 'Wickham <em>Gray</em> HC-171 | Benjamin Moore', 'sections': 'Wickham <em>Gray</em>', 'description': 'An eye-pleasing <em>gray</em> with buoyant blue undertones.', 'color_name': 'Wickham <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-171&#x2F;wickham-<em>gray</em>'}",62427ad1196a67149289605f,HC-171,Light,Cool,D4D8D2,Wickham Gray,,Neutral,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-206-piedmont-gray-CC-690-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-690/piedmont-gray,"['Piedmont Gray', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-690/piedmont-gray,2024-07-30T18:47:42Z,Piedmont Gray CC-690 | Benjamin Moore,2024-07-03T13:54:58Z,Color,A cool steel gray anchored by blue undertones.,477469c5a3a8ffbeedc43c7615ba7d820de02625,1,,"{'title': 'Piedmont <em>Gray</em> CC-690 | Benjamin Moore', 'sections': 'Piedmont <em>Gray</em>', 'description': 'A cool steel <em>gray</em> anchored by blue undertones.', 'color_name': 'Piedmont <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-690&#x2F;piedmont-<em>gray</em>'}",6243110128ccbc4108dd9b88,CC-690,,,9DA8A1,Piedmont Gray,,,,Green,Medium,"['Interior', 'Exterior']",true,Designer Classics,,,,
