image,url,sections,page_path,published_at,title,updated_at,type,description,external_id,popularity,info,highlight,id,color_number,ColorValue,WarmCool,color_hex,color_name,PrimaryColorFamily,language,Undertone,Family,Shade,Interior/Exterior,cdp,Color Collection,Mood,Project,Style,Opacity,Value,Color Family,cleaned_name,Tone
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-016-red-2000-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2000-10/red,"['Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2000-10/red,2024-07-21T22:50:57Z,Red 2000-10 | Benjamin Moore,2024-07-21T22:50:57Z,Color,"A classic, bold red that can add an extravagant touch to the space.",51b3c2346de2b2a558553d2f314dfcd9282607fe,1,,"{'title': '<em>Red</em> 2000-10 | Benjamin Moore', 'sections': '<em>Red</em>', 'description': 'A classic, bold <em>red</em> that can add an extravagant touch to the space.', 'color_name': '<em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2000-10&#x2F;<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",62424b5728ccbc5763dda38e,2000-10,Dark,Warm,C92E2E,Red,Red,,,,,,,,,,,,,,Red,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-004-terra-cotta-tile-2090-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2090-30/terra-cotta-tile,"['Terra Cotta Tile', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2090-30/terra-cotta-tile,2024-07-21T23:39:50Z,Terra Cotta Tile 2090-30 | Benjamin Moore,2024-07-21T23:39:49Z,Color,"A widely appealing red perfectly calibrated between dramatic and welcoming, rustic and sophisticated.",7bc0d9658d540387e6cb84ddf473f821f49bd812,1,,"{'description': 'A widely appealing <em>red</em> perfectly calibrated between dramatic and welcoming, rustic and sophisticated.', 'PrimaryColorFamily': '<em>Red</em>'}",624256ed196a6717d2896bb4,2090-30,Dark,Warm,A14C3E,Terra Cotta Tile,Red,,Brown,,,,,,,,,,,,Terra Cotta Tile,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-018-brickyard-red-CW-325-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-325/brickyard-red,"['Brickyard Red', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cw-325/brickyard-red,2024-07-21T03:12:08Z,Brickyard Red CW-325 | Benjamin Moore,2024-07-21T03:12:08Z,Color,"A red made from naturally occurring iron oxide pigments, reddish-brown Brickyard red has a likable, well-worn quality.",dd9562182608fcd0cb6d3bf1164025a211910d24,1,,"{'title': 'Brickyard <em>Red</em> CW-325 | Benjamin Moore', 'sections': 'Brickyard <em>Red</em>', 'description': 'A <em>red</em> made from naturally occurring iron oxide pigments, <em>reddish</em>-brown Brickyard <em>red</em> has a likable, well-worn quality.', 'color_name': 'Brickyard <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-325&#x2F;brickyard-<em>red</em>'}",62473d3c196a679ffb89542a,CW-325,Dark,Warm,985949,Brickyard Red,Orange,,Brown,,,,,,,,,,,,Brickyard Red,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-014-cochineal-red-CW-330-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-330/cochineal-red,"['Cochineal Red', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-330/cochineal-red,2024-07-22T00:25:10Z,Cochineal Red CW-330 | Benjamin Moore,2024-07-22T00:25:10Z,Color,"Grown-up and glamorous, this aristocratic shade of deep red was created with red pigments available in the 18th century.",6d30dbee60a939f698e04af9e28ce825e0413ee3,1,,"{'title': 'Cochineal <em>Red</em> CW-330 | Benjamin Moore', 'sections': 'Cochineal <em>Red</em>', 'description': 'Grown-up and glamorous, this aristocratic shade of deep <em>red</em> was created with <em>red</em> pigments available in the 18th century.', 'color_name': 'Cochineal <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-330&#x2F;cochineal-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",62424ec6196a6777038963dc,CW-330,Dark,Warm,9E3F31,Cochineal Red,Red,,,,,,,,,,,,,,Cochineal Red,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-005-cornwallis-red-CW-315-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-315/cornwallis-red,"['Cornwallis Red', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cw-315/cornwallis-red,2024-07-21T02:22:05Z,Cornwallis Red CW-315 | Benjamin Moore,2024-07-21T02:22:05Z,Color,Pure red pigment is the basis for this rich and regal deep red that radiates confidence and grace.,926d419c55212634cc21b7bcb7ce8ca3ce9b050a,1,,"{'title': 'Cornwallis <em>Red</em> CW-315 | Benjamin Moore', 'sections': 'Cornwallis <em>Red</em>', 'description': 'Pure <em>red</em> pigment is the basis for this rich and regal deep <em>red</em> that radiates confidence and grace.', 'color_name': 'Cornwallis <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-315&#x2F;cornwallis-<em>red</em>'}",62473b5728ccbc8c66dd9dc5,CW-315,Dark,Warm,BD4638,Cornwallis Red,Orange,,,,,,,,,,,,,,Cornwallis Red,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-013-ladybug-red-1322-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1322/ladybug-red,"['Ladybug Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1322/ladybug-red,2024-07-30T13:28:04Z,Ladybug Red 1322 | Benjamin Moore,2024-07-30T13:28:03Z,Color,A rich shade of true red.,f83b88e465e3bf836b6ccdb6758a9862a59dd886,1,,"{'title': 'Ladybug <em>Red</em> 1322 | Benjamin Moore', 'sections': 'Ladybug <em>Red</em>', 'description': 'A rich shade of true <em>red</em>.', 'color_name': 'Ladybug <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1322&#x2F;ladybug-<em>red</em>', 'Family': '<em>Red</em>'}",62426595e7b9d244c80f5b76,1322,,,B03E43,Ladybug Red,,,,Red,Dark,Interior,True,Benjamin Moore Classics&reg;,,,,,,,Ladybug Red,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-019-segovia-red-1288-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1288/segovia-red,"['Segovia Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1288/segovia-red,2024-07-21T23:02:14Z,Segovia Red 1288 | Benjamin Moore,2024-07-21T23:02:13Z,Color,A hint of brown balances this indulgent shade of red.,a127def21e4ab7047ace86fbcfd1f5299696f124,1,,"{'title': 'Segovia <em>Red</em> 1288 | Benjamin Moore', 'sections': 'Segovia <em>Red</em>', 'description': 'A hint of brown balances this indulgent shade of <em>red</em>.', 'color_name': 'Segovia <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1288&#x2F;segovia-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",6242dd9f28ccbc5153ddbf87,1288,Dark,Warm,9B4B49,Segovia Red,Red,,Brown,,,,,,,,,,,,Segovia Red,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-008-moroccan-red-1309-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1309/moroccan-red,"['Moroccan Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1309/moroccan-red,2024-07-22T01:12:06Z,Moroccan Red 1309 | Benjamin Moore,2024-07-22T01:12:05Z,Color,A glamourous jewel-toned red that commands attention.,e78707e57607c007d0220b0e867dbb8190d36a32,1,,"{'title': 'Moroccan <em>Red</em> 1309 | Benjamin Moore', 'sections': 'Moroccan <em>Red</em>', 'description': 'A glamourous jewel-toned <em>red</em> that commands attention.', 'color_name': 'Moroccan <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1309&#x2F;moroccan-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",62424c0428ccbc979cdda9ad,1309,Dark,Warm,A84342,Moroccan Red,Red,,,,,,,,,,,,,,Moroccan Red,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-170-aniline-red-1350-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1350/aniline-red,"['Aniline Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1350/aniline-red,2024-07-22T03:06:26Z,Aniline Red 1350 | Benjamin Moore,2024-07-22T03:06:26Z,Color,A statement-making red hue with hints of deep violet.,eb8ab9af2b4dcb66a5ce4c94b4b1018fc79a2251,1,,"{'title': 'Aniline <em>Red</em> 1350 | Benjamin Moore', 'sections': 'Aniline <em>Red</em>', 'description': 'A statement-making <em>red</em> hue with hints of deep violet.', 'color_name': 'Aniline <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1350&#x2F;aniline-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",624306ede7b9d2ddbb0f4166,1350,Dark,Cool,AF405B,Aniline Red,Red,,,,,,,,,,,,,,Aniline Red,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-004-cottage-red-HC-184-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-184/cottage-red,"['Cottage Red', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/hc-184/cottage-red,2024-07-22T00:28:02Z,Cottage Red HC-184 | Benjamin Moore,2024-07-22T00:28:02Z,Color,Deep brownish tones make this a classic barn red color.,d914beeddb7a665af71721e78a2bf19c3babfc60,1,,"{'title': 'Cottage <em>Red</em> HC-184 | Benjamin Moore', 'sections': 'Cottage <em>Red</em>', 'description': 'Deep brownish tones make this a classic barn <em>red</em> color.', 'color_name': 'Cottage <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-184&#x2F;cottage-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",624310f6e7b9d28b230f4423,HC-184,Dark,Warm,662A25,Cottage Red,Red,,,,,,,,,,,,,,Cottage Red,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-033-mayflower-red-HC-49-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-49/mayflower-red,"['Mayflower Red', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-49/mayflower-red,2024-07-21T22:09:51Z,Mayflower Red HC-49 | Benjamin Moore,2024-07-21T22:09:51Z,Color,Orange undertones infuse this red with earthy sophistication.,1e71430c5d22359afc199d75c10d7fb8271518b6,1,,"{'title': 'Mayflower <em>Red</em> HC-49 | Benjamin Moore', 'sections': 'Mayflower <em>Red</em>', 'description': 'Orange undertones infuse this <em>red</em> with earthy sophistication.', 'color_name': 'Mayflower <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-49&#x2F;mayflower-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",6243113fe7b9d285850f5b1e,HC-49,Dark,Warm,9E624D,Mayflower Red,Red,,,,,,,,,,,,,,Mayflower Red,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-014-red-rock-2005-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2005-10/red-rock,"['Red Rock', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2005-10/red-rock,2024-07-21T23:03:21Z,Red Rock 2005-10 | Benjamin Moore,2024-07-21T23:03:21Z,Color,An earthen red with rich brown undertones.,e690089c62d1e1bdd90e5769f0c20f1416b28686,1,,"{'title': '<em>Red</em> Rock 2005-10 | Benjamin Moore', 'sections': '<em>Red</em> Rock', 'description': 'An earthen <em>red</em> with rich brown undertones.', 'color_name': '<em>Red</em> Rock', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2005-10&#x2F;<em>red</em>-rock', 'PrimaryColorFamily': '<em>Red</em>'}",62426d9c28ccbcfadcddac94,2005-10,Dark,Warm,7C3E32,Red Rock,Red,,Brown,,,,,,,,,,,,Red Rock,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-012-smoldering-red-2007-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2007-10/smoldering-red,"['Smoldering Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2007-10/smoldering-red,2024-07-22T00:26:51Z,Smoldering Red 2007-10 | Benjamin Moore,2024-07-22T00:26:51Z,Color,A decadent lipstick red that commands attention.,f6ba2b02b0e0bf986e8d72fcc5cffd4a590ecb5e,1,,"{'title': 'Smoldering <em>Red</em> 2007-10 | Benjamin Moore', 'sections': 'Smoldering <em>Red</em>', 'description': 'A decadent lipstick <em>red</em> that commands attention.', 'color_name': 'Smoldering <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2007-10&#x2F;smoldering-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",6242c14464441f9157004f24,2007-10,Dark,Warm,A33A2D,Smoldering Red,Red,,,,,,,,,,,,,,Smoldering Red,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-016-tricycle-red-2000-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2000-20/tricycle-red,"['Tricycle Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2000-20/tricycle-red,2024-07-21T14:27:05Z,Tricycle Red 2000-20 | Benjamin Moore,2024-07-21T14:27:05Z,Color,A playful red with a pinkish pop.,b966eaf23fffb726ec5f9ff99b0c00be785193c5,1,,"{'title': 'Tricycle <em>Red</em> 2000-20 | Benjamin Moore', 'sections': 'Tricycle <em>Red</em>', 'description': 'A playful <em>red</em> with a pinkish pop.', 'color_name': 'Tricycle <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2000-20&#x2F;tricycle-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",62425f5528ccbc43c2ddb177,2000-20,Dark,Warm,D33A41,Tricycle Red,Red,,,,,,,,,,,,,,Tricycle Red,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-003-tucson-red-1300-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1300/tucson-red,"['Tucson Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1300/tucson-red,2024-07-22T04:32:15Z,Tucson Red 1300 | Benjamin Moore,2024-07-22T04:32:14Z,Color,"Warmed by a touch of orange, this earthy red is surprisingly versatile.",ae3ed92efe66e05f69bcac269cfca6af71542df9,1,,"{'title': 'Tucson <em>Red</em> 1300 | Benjamin Moore', 'sections': 'Tucson <em>Red</em>', 'description': 'Warmed by a touch of orange, this earthy <em>red</em> is surprisingly versatile.', 'color_name': 'Tucson <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1300&#x2F;tucson-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",6242659564441f82c70061ea,1300,Dark,Warm,A64C43,Tucson Red,Red,,,,,,,,,,,,,,Tucson Red,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-008-red-parrot-1308-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1308/red-parrot,"['Red Parrot', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1308/red-parrot,2024-07-22T04:41:47Z,Red Parrot 1308 | Benjamin Moore,2024-07-22T04:41:47Z,Color,"Warm and rich, breathe energy into any space with this vivacious red.",1fd60c408cadfa541c2759d62d2799515e3368dd,1,,"{'title': '<em>Red</em> Parrot 1308 | Benjamin Moore', 'sections': '<em>Red</em> Parrot', 'description': 'Warm and rich, breathe energy into any space with this vivacious <em>red</em>.', 'color_name': '<em>Red</em> Parrot', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1308&#x2F;<em>red</em>-parrot', 'PrimaryColorFamily': '<em>Red</em>'}",62426539e7b9d2e7c30f5503,1308,Dark,Warm,B84945,Red Parrot,Red,,,,,,,,,,,,,,Red Parrot,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-007-hearth-red-1295-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1295/hearth-red,"['Hearth Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1295/hearth-red,2024-07-22T04:44:28Z,Hearth Red 1295 | Benjamin Moore,2024-07-22T04:44:28Z,Color,"A warm red with subtle hints of brown, this dark hue is warm and inviting.",a30f7aacc9f87d2b5d914d3031f248b37e274c65,1,,"{'title': 'Hearth <em>Red</em> 1295 | Benjamin Moore', 'sections': 'Hearth <em>Red</em>', 'description': 'A warm <em>red</em> with subtle hints of brown, this dark hue is warm and inviting.', 'color_name': 'Hearth <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1295&#x2F;hearth-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",6242331e64441f51db003d34,1295,Dark,Warm,89504E,Hearth Red,Red,,Brown,,,,,,,,,,,,Hearth Red,
